Question_ID,Question,KC,label
2280,"Question: There are 35 eggs in Margaret's egg collection. If the eggs are organized into 5 groups, how big is each group?
Solution: 7 (eggs)
Steps: 35/5=7",3.OA.A.3,18
1984,"Question: Cody counted the number of times people sharpened their pencils in class for a week. He counted: 13, 8, 13, 21, 7 and 23. What is the mean of the numbers?
Solution: 14.2 (times)
Steps: (13+8+13+21+7+23)/6=14.2",6.SP.B.5,41
1818,"Question: Rachel had to complete 9 pages of math homework and 2 pages of reading homework. How many pages did she have to complete total?
Solution: 11 (pages)
Steps: 9+2=11",1.OA.A.1,1
1175,"Question: Warren ran 1 lap on Wednesday, 2 laps on Thursday, 4 laps on Friday, 8 laps on Saturday, and 16 laps on Sunday. If this pattern continues, how many laps will Warren run on Monday?
Solution: 32 (laps)
Steps: 1, 2, 4, 8, 16, 32",3.OA.D.9,20
2044,"Question: Li Na is going to plant 63 tomato plants and 81 rhubarb plants. Li Na would like to plant the plants in rows where each row has the same number of tomato plants and each row has the same number of rhubarb plants. What is the greatest number of rows Li Na can plant?
Solution: 9 (rows)
Steps: GCD(63,81)=9",6.NS.B.4,38
2242,"Question: There are fifty-eight students trying out for the school's trivia teams. If twenty-eight of them didn't get picked for the team and the rest were put into five groups, how many students would be in each group?
Solution: 6 (students)
Steps: (58-28)/5=6",3.OA.D.8,19
1457,"Question: The sum of three consecutive even numbers is 246. What are the numbers?
Solution: 80; 82; 84
Steps: x:The first number; x+(x+2)+(x+4)=246",6.EE.B.6,35
1301,"Question: Kate is 12 years old. His age is 4 times the age of Robbie. Find the age of Robbie.
Solution: 3 (years old)
Steps: R:Robbie's age; 12=4*R",6.EE.B.6,35
2061,"Question: Martha is buying 18 packs of pencils and 14 packs of pens from the store. If Martha wishes to purchase the same number of pencils as pens, what is the smallest number of pens that she can buy?
Solution: 126 (pens)
Steps: LCM[18,14]=126",6.NS.B.4,38
1517,"Question: During a senate campaign, a volunteer passed out a ""Vote for Hatfield"" button. The campaign button has a diameter of 8 centimeters. What is the button's circumference?
Solution: 25.12 (centimeters)
Steps: 8*3.14=25.12",7.G.B.4,44
1239,"Question: At the carnival, 6 friends bought 27 tickets. If they wanted to split all the tickets so each friend got the same amount, how many more tickets would they need to buy?
Solution: 3 (tickets)
Steps: 27/6=4 r3; 6-3=3",4.NBT.B.6,26
1239,"Question: At the carnival, 6 friends bought 27 tickets. If they wanted to split all the tickets so each friend got the same amount, how many more tickets would they need to buy?
Solution: 3 (tickets)
Steps: 27/6=4 r3; 6-3=3",K.OA.A.2,49
1382,"Question: Dan's high school played eighteen baseball games this year and two were at night. The team won most of their games. They were defeated during three games. How many games did they win ?
Solution: 15 (games)
Steps: 18-3=15",1.OA.A.1,1
1931,"Question: Gwen prepared ninety-eight books to sell in the flea market. After the activity ended she had ninety-six books left. How many did she sell?
Solution: 2 (books)
Steps: 98-96=2",2.OA.A.1,9
1515,"Question: The ratio of the length of a rectangle to its width is 6:5. Its length is 24 inches. What is its width?
Solution: 20 (inches)
Steps: 24/6*5=20",3.OA.D.8,19
1515,"Question: The ratio of the length of a rectangle to its width is 6:5. Its length is 24 inches. What is its width?
Solution: 20 (inches)
Steps: 6:5=24:20",6.RP.A.3,40
927,"Question: Billy can play 24 songs in his music book. He knows the names of 18 different guitar chords. Billy's music book has 52 songs in it. How many songs does Billy still need to learn?
Solution: 28 (songs)
Steps: 52-24=28",2.OA.A.1,9
1651,"Question: During Christmas a book store sold 72 books. If the ratio of books to bookmarks sold was 9:2, how many bookmarks did the store sell?
Solution: 16 (bookmarks)
Steps: 9:2=72:16",6.RP.A.3,40
537,"Question: If you had 37 bags of cookies with 19 cookies in each bag, how many cookies would you have?
Solution: 703 (cookies)
Steps: 37*19=703",4.NBT.B.5,25
1323,"Question: The sum of three consecutive even numbers is 42. Choose suitable variable and create single variable algebraic equations and find the difference between the greatest and smallest number.
Solution: 4
Steps: x:The first number; (x+4)-x=4",6.EE.B.6,35
619,"Question: Tyler had 15 dogs. Each dog had five puppies. How many puppies does Tyler now have?
Solution: 75 (puppies)
Steps: 15*5=75",3.OA.A.3,18
1700,"Question: On Monday the price for bottled water was 5 bottles for $13.30. On Saturday the price was 4 bottles for $10.24. Which day had the higher unit price?
Solution: Monday
Steps: 13.30/5=2.66(Monday) > 10.24/4=2.56(Saturday)",4.MD.A.2,21
1700,"Question: On Monday the price for bottled water was 5 bottles for $13.30. On Saturday the price was 4 bottles for $10.24. Which day had the higher unit price?
Solution: Monday
Steps: 13.30/5=2.66(Monday) > 10.24/4=2.56(Saturday)",4.NF.C.7,28
355,"Question: Finally, they had to roam around 169 factories to make sure they are throwing their wastes properly. If their group went to 69 factories and the second went to 52, how many factories remain unchecked?
Solution: 48 (factories)
Steps: 169-(69+52)=48",3.OA.D.8,19
342,"Question: Next food item she has to prepare is soup. She needs 280 cups of mushroom soup. If the first team made 90 cups, and the third team made 70 cups, how any cups should the second team prepare in order to meet the required amount of soup?
Solution: 120 (cups)
Steps: 280-(90+70)=120",3.OA.D.8,19
131,"Question: Carla has some marbles. She bought 134 marbles. Now she has 187 marbles. How many did she start with?
Solution: 53 (marbles)
Steps: 187-134=53",2.NBT.B.7,8
1357,"Question: Your dog ate 12 of your notecards for school. That was 3/4 of your notecards that you need to turn in. How many notecards had you completed?
Solution: 16 (notecards)
Steps: x:The total number of notecards; 12=3/4*x",6.EE.B.6,35
1387,"Question: Jessica spent half of her allowance going to the movies. She washed the family car and earned six dollars. What is her weekly allowance if she ended with eleven dollars ?
Solution: 10 (dollars)
Steps: x:Jessica's weekly allowance; x/2+6=11",6.EE.B.6,35
1194,"Question: Shelley has 12 forks and 16 knives to place in silverware holders at the fast food restaurant where she works. She wants to distribute them equally, with no forks or knives left over. What is the greatest number of silverware holders Shelley can stock?
Solution: 4 (silverware holders)
Steps: GCD(12,16)=4",6.NS.B.4,38
1664,"Question: At a pet store the ratio of cats to dogs sold was 2:1. If there were 16 cats that were sold, how many dogs were sold?
Solution: 8 (dogs)
Steps: 2:1=16:8",6.RP.A.3,40
831,"Question: Emily's bed is 200 cm long. Jimmy's bed is 20 cm longer than Emily's. Whose bed is longer?
Solution: Jimmy
Steps: 200 cm(Emily) < 200+20=220 cm(Jimmy)",2.NBT.A.4,5
831,"Question: Emily's bed is 200 cm long. Jimmy's bed is 20 cm longer than Emily's. Whose bed is longer?
Solution: Jimmy
Steps: 200 cm(Emily) < 200+20=220 cm(Jimmy)",2.NBT.B.7,8
185,"Question: Charlie has 31 more snowballs than Lucy. She has 19 snowballs. How many does Charlie have?
Solution: 50 (snowballs)
Steps: 31+19=50",2.OA.A.1,9
109,"Question: Tommy had some balloons. His mom gave him 34 more balloons for his birthday. Then, Tommy had 60 balloons. How many balloons did Tommy have to start with?
Solution: 26 (balloons)
Steps: 60-34=26",2.OA.A.1,9
1723,"Question: Adam had to wash fourteen loads of clothes. By noon he had only washed eight loads. How many does he still need to wash?
Solution: 6 (loads of clothes)
Steps: 14-8=6",1.OA.A.1,1
2201,"Question: Gwen's class is going on a field trip to the zoo. If each van can hold seven people and there are thirty-three students and nine adults going, how many vans will they need?
Solution: 6 (vans)
Steps: (9+33)/7=6",3.OA.D.8,19
614,"Question: Third-grade students went to a concert in 8 buses. Each bus took 45 students. How many students went to the concert?
Solution: 360 (students)
Steps: 8*45=360",4.NBT.B.5,25
1074,"Question: The teacher's helper was putting cookies onto plates. He put 5 cookies on the first plate, 7 cookies on the second plate, 10 cookies on the third plate, 14 cookies on the fourth plate, and 19 cookies on the fifth plate. If this pattern continues, how many cookies will the helper put on the sixth plate?
Solution: 25 (cookies)
Steps: 5, 7, 10, 14, 19, 25",3.OA.D.9,20
1213,"Question: Colton has 16 blue marbles and 8 white ones. If he wants to place them in identical groups without any marbles left over, what is the greatest number of groups Colton can make?
Solution: 8 (groups)
Steps: GCD(16,8)=8",6.NS.B.4,38
2139,"Question: At the arcade Henry had won fifty-eight tickets. Later he won forty more tickets. How many tickets did Henry have total?
Solution: 98 (tickets)
Steps: 58+40=98",2.OA.A.1,9
1025,"Question: The giant Ferris wheel can seat 56 people. There are 92 people waiting in line. How many people won't get on the ride this time?
Solution: 36 (people)
Steps: 92-56=36",2.OA.A.1,9
615,"Question: There are 124 students making 3 stars each for the school wall. How many stars will they make all together?
Solution: 372 (stars)
Steps: 124*3=372",4.NBT.B.5,25
378,"Question: They planned to serve some cold drinks as well. If they plan to make 9 pitchers of drinks and each pitcher can fill 6 glasses, how many glasses of drinks are they planning to prepare in total?
Solution: 54 (glasses of drinks)
Steps: 9*6=54",3.OA.A.3,18
1084,"Question: Miki bought 4 packs of red bouncy balls and 3 packs of yellow bouncy balls. Each package contained 7 bouncy balls. How many more packs of red bouncy balls than yellow bouncy balls did Miki buy?
Solution: 1 (packs)
Steps: 4-3=1",K.OA.A.2,49
257,"Question: After visiting France, Rachel's sister Bella, requested that they see the Buckingham Palace in London. If they travelled 451 miles by land and 150 miles by sea across the English Channel, what is the total distance that they travelled?
Solution: 601 (miles)
Steps: 451+150=601",2.NBT.B.7,8
685,"Question: Mrs. Hilt will buy a new pair of shoes in 11 days. How many minutes must she wait before she can buy her new pair of shoes?
Solution: 15840 (minutes)
Steps: 11 (day) * 24 (hour/day) * 60 (min/hour) = 15840 (min)",4.MD.A.2,21
1439,"Question: If you were to travel by metro the fare for the first kilometer is different from the rate per kilometer for the remaining distance. The total fare for a distance of 20 km is $37.70 and that for a distance of 26 km is $48.50. Find the auto fare for the first kilometer and for each successive kilometer.
Solution: 3.5 (dollars); 1.8 (dollars)
Steps: x:The fare for the first kilometer; y:The fare for remaining distance; x+(20-1)y=37.7; x+(26-1)y=48.5",8.EE.C.8,47
2137,"Question: A pet store had sixty-four birds that talked and thirteen that didn't. How many birds did the pet store have total?
Solution: 77 (birds)
Steps: 64+13=77",2.OA.A.1,9
238,"Question: Students from Flora Middle School were asked to participate in the event. They planted 47 apple trees and 27 orange trees in the forest near their school. How many trees in total did the students plant?
Solution: 74 (trees)
Steps: 47+27=74",2.OA.A.1,9
176,"Question: Kate gave the clerk $1.00. Her candy cost 54 cents. How much change should Kate get back?
Solution: 0.46 (dollars)
Steps: 1.00-0.54=0.46",4.MD.A.2,21
2103,"Question: Wendy's brother had 6 pieces of candy. Wendy had 2 boxes with 3 pieces each. How many pieces did they have total?
Solution: 12 (pieces)
Steps: 2*3+6=12",3.OA.D.8,19
1727,"Question: Victor bought several boxes of books at a yard sale and ended up with twenty-four books total. If each box had three books, how many boxes did he buy?
Solution: 8 (boxes)
Steps: 24/3=8",3.OA.A.3,18
885,"Question: Maddie, Luisa, and Amy counted their books. Maddie had 15 books. Luisa had 18 books. Together, Amy and Luisa had 9 more books than Maddie. How many books did Amy have?
Solution: 6 (books)
Steps: x:Amy's books; (x+18)-15=9",6.EE.B.6,35
1397,"Question: Sushi's father bought x lollipops. 5 were eaten by the the children. If 7 lollipops are left, how many lollipops did sushi's father bring?
Solution: 12 (lollipops)
Steps: x:Lollipops that Sushi's father bought; x=5+7",6.EE.B.6,35
799,"Question: 15 students split 122 portfolios of paintings. Each student should get the same number of portfolios. How many portfolios of paintings will be left?
Solution: 2 (portfolios)
Steps: 122/15=8 r2",5.NBT.B.6,33
562,"Question: A candy store has 6 boxes of chocolates. Each box has 500 pieces. How many pieces are there altogether in the 6 boxes?
Solution: 3000 (pieces)
Steps: 6*500=3000",4.NBT.B.5,25
642,"Question: Lucy has 212 fish. How many more fish does she need to buy to have 280 fish?
Solution: 68 (fish)
Steps: 280-212=68",2.NBT.B.7,8
976,"Question: Mrs. Wilson, the math teacher, has 18 logic puzzles and 9 visual puzzles that she wants to group into sets for students who finish their tests early. Mrs. Wilson wants each set to be identical, containing the same combination of logic puzzles and visual puzzles, with no puzzles left over. What is the greatest number of sets she can create?
Solution: 9 (sets)
Steps: GCD(18,9)=9",6.NS.B.4,38
2249,"Question: A magician was selling magic card decks for 2 dollars each. If he started with 5 decks and by the end of the day he had 3 left, how much money did he earn?
Solution: 4 (dollars)
Steps: (5-3)*2=4",3.OA.D.8,19
647,"Question: David has 7 boxes of stuffed toy dogs. Each box has four dogs in it. How many legs are there in all?
Solution: 112 (legs)
Steps: (7*4)*4=112",3.OA.D.8,19
1637,"Question: An envelope from the post office is 6 inches wide with a total area of 36 square inches. What is the height of the envelope?
Solution: 6 (inches)
Steps: 36/6=6",4.MD.A.3,22
1000,"Question: William sells hot dogs at the ball park. He sold 19 hot dogs during the first three innings. He sold 27 hot dogs during the next three innings. William had 45 hot dogs left to sell. How many hot dogs did William have at first?
Solution: 91 (hot dogs)
Steps: 45+27+19=91",2.OA.A.1,9
1912,"Question: Jerry had caught some butterflies. He let eleven go and now he has eighty-two left. How many did he originally have?
Solution: 93 (butterflies)
Steps: 11+82=93",2.OA.A.1,9
1718,"Question: A mailman has to give twenty-eight pieces of junk mail to each block. If there are four houses on a block, how many pieces of junk mail should he give each house?
Solution: 7 (pieces of junk mail)
Steps: 28/4=7",3.OA.A.3,18
1634,"Question: A video game map had a total area of 10 square meters. If the map was 5 meters long, how wide is it?
Solution: 2 (meters)
Steps: 10/5=2",4.MD.A.3,22
1710,"Question: At the store Brand A potato chips were $10.40 for 4 bags. Brand B potato chips were $17.78 for 7 bags. Which brand has the cheaper price?
Solution: Brand B
Steps: 10.40/4=2.6(Brand A) > 17.78/7=2.54(Brand B)",4.MD.A.2,21
983,"Question: Laurie has 12 more marbles than Kurt. Kurt has 45 marbles less than Dennis. Dennis has 70 marbles. How many marbles does Laurie have?
Solution: 37 (marbles)
Steps: 70-45+12=37",2.OA.A.1,9
635,"Question: Mrs. Hilt is baking bread. She needs 5 cups of flour to bake two loaves of bread. How much flour will she need to make one loaf of bread?
Solution: 2.5 (cups of flour)
Steps: 5/2=2.5",K.OA.A.2,49
535,"Question: At the zoo, I see 35 elephants and 48 tigers. How many legs do I see?
Solution: 332 (legs)
Steps: (35+48)*4=332",3.OA.D.8,19
214,"Question: Bob who is Sam's next door neighbor decided that he will accompany Sam home. He also took his share which consists of 15 chewing gums, 20 chocolate bars and 15 assorted candies. How many candies did he get?
Solution: 50 (candies)
Steps: 15+20+15=50",2.OA.A.1,9
1897,"Question: Paul had eighty-six books. After selling some in a garage sale he had seventy-eight left. How many books did he sell?
Solution: 8 (books)
Steps: 86-78=8",2.OA.A.1,9
2170,"Question: Tiffany was playing a video game and had 43 lives. In a hard part of the game she lost 14 lives. If she got 27 more lives in the next level, how many lives would she have?
Solution: 56 (lives)
Steps: 43-14+27=56",2.OA.A.1,9
415,"Question: She also tried to get to know the teachers in the school. She found out that there are 7 departments in the school and each department has 20 teachers. How many teachers are there in total?
Solution: 140 (teachers)
Steps: 7*20=140",3.NBT.A.3,14
2179,"Question: Nancy picked 12 carrots from her garden. If she threw out 2 of them and then picked 21 more the next day, how many carrots would she have total?
Solution: 31 (carrots)
Steps: 12-2+21=31",2.OA.A.1,9
2267,"Question: Sean had 45 Starbursts. If Sean gave equal numbers of Starbursts to his 18 friends and then he ate what was left, how many Starbursts did each person eat?
Solution: 2 (Starbursts)
Steps: 45/18=2 r9",5.NBT.B.6,33
707,"Question: There are 100 books on a shelf. 32 of them are history books, 25 of them are geography books and the rest are math books. How many math books are there on the shelf?
Solution: 43 (math books)
Steps: (100-32)-25=43",2.OA.A.1,9
993,"Question: Jake set up a candy stand in his front yard. He has 80 pieces of candy to sell. He sold 15 pieces of candy on Monday. He sold much more than that on Tuesday. By Wednesday, Jakes only had 7 pieces left. How many pieces of candy did Jake sell on Tuesday?
Solution: 58 (pieces of candy)
Steps: 80-15-7=58",2.OA.A.1,9
1224,"Question: The drama club meets in the school auditorium every 3 days, and the choir meets there every 5 days. If the groups are both meeting in the auditorium today, then how many days from now will they next have to share the auditorium?
Solution: 15 (days)
Steps: LCM[3,5]=15",6.NS.B.4,38
1360,"Question: Last Thursday Drew had $30. Over the weekend he received some money for cutting the grass. He now has $61. How much money did he get paid for cutting the grass?
Solution: 31 (dollars)
Steps: 61-30=31",2.OA.A.1,9
2009,"Question: A waiter at 'The Greasy Spoon' restaurant had 39 customers to wait on. During the lunch rush he added another 12 customers. If 49 of the customers didn't leave him a tip, how many customers did leave a tip?
Solution: 2 (customers)
Steps: (39+12)-49=2",2.OA.A.1,9
181,"Question: 5 boats are in the lake. Each boat has 3 people. How many people are on boats in the lake?
Solution: 15 (people)
Steps: 5*3=15",3.OA.A.3,18
1663,"Question: Victor was playing checkers with a friend. The ratio of games Victor won was 9:5. If Victor won 36 games, how many games did his friend win?
Solution: 20 (games)
Steps: 9:5=36:20",6.RP.A.3,40
879,"Question: Jordon put a new number into her machine. The machine doubled it then added 3 more. The number 27 came out of the machine. What number do you think Jordon put in her machine?
Solution: 12
Steps: (27-3)/2=12",3.OA.D.8,19
1797,"Question: The roller coaster at the state fair costs 6 tickets per ride. If 8 friends were going to ride the roller coaster, how many tickets would they need?
Solution: 48 (tickets)
Steps: 6*8=48",3.OA.A.3,18
497,"Question: Susie and her sister gathered all 98 of their teddy bears and placed them on the shelves in their bedroom. If every shelf can carry a maximum of 7 teddy bears, how many shelves will be filled?
Solution: 14 (shelves)
Steps: 98/7=14",3.OA.A.3,18
1423,"Question: In a two digit number, the sum of the two digits is 9. If the digits are reversed , the number is increased by 9. Find the number.
Solution: 45
Steps: x:The number of the tens digital; y:The number of the unit digital; x+y=9; 10y+x=10x+y+9",8.EE.C.8,47
301,"Question: It's basketball season in Ashford Elementary School. Chuck, the team captain of the Blue Team is feeling nervous about it. Their first opponent is the Red Team, composed of other 3rd graders, gave them a hard time. If they lost by 13 points and the Red Team scored 61 points, what is their team's final score?
Solution: 48 (points)
Steps: 61-13=48",2.OA.A.1,9
228,"Question: Andy, another part of the recycling team decided he would gather tin foil wrappers. If he was able to pick up 34 wrappers around the village dumpster and his best friend Max was able to collect 15, how many wrappers were gathered in total?
Solution: 49 (wrappers)
Steps: 34+15=49",2.OA.A.1,9
365,"Question: Before she went home, she bought t-shirts, key chains and handmade bracelets as souvenirs. She spent $347.00 on key chains and bracelets which is $146.00 more than she spent on t-shirts. How much money did she spend on all the souvenirs?
Solution: 548 (dollars)
Steps: (347-146)+347=548",3.OA.D.8,19
880,"Question: Drew gave 12 marbles to Marcus. Each boy then had 25 marbles. How many more marbles did Drew have than Marcus at first?
Solution: 24 (marbles)
Steps: (25+12)-(25-12)=24",4.OA.A.3,29
1418,"Question: The ages of two friends Anna and Ben differ by 3 years. Anna's father Denver is twice as old as Anna and Ben is twice as old as his sister Cathy. The ages of Cathy and Denver differ by 30 years. Find the ages of Anna and Ben.
Solution: 19 (years old); 16 (years old)
Steps: A:Anna's age; C:Cathy's age; A-2C=3; 2A=C+30",8.EE.C.8,47
701,"Question: There were 36 dogs and 29 cats in a pet center. After 20 of the dogs were adopted by people, the pet center collected another 12 cats. How many pets were there in the pet center in the end?
Solution: 57 (pets)
Steps: 36+29-20+12=57",2.NBT.B.5,6
1652,"Question: Adam had 91 dollars. If he spent 21 dollars on new books, what is the ratio of money he still has to money he's spent?
Solution: 10:03:00
Steps: 91-21=70; 70:21=10:3",2.OA.A.1,9
1652,"Question: Adam had 91 dollars. If he spent 21 dollars on new books, what is the ratio of money he still has to money he's spent?
Solution: 10:03:00
Steps: 91-21=70; 70:21=10:3",6.RP.A.1,39
744,"Question: Antonia has 79 Barbie Dolls. She packs away them in two wardrobes. If there are 35 Barbie Dolls in the first wardrobe, how many more Barbie Dolls are there in the second wardrobe than the first?
Solution: 9 (Barbie Dolls)
Steps: 79-35*2=9",3.OA.D.8,19
1178,"Question: Carmen did 4 sit-ups on Sunday, 8 sit-ups on Monday, 16 sit-ups on Tuesday, 32 sit-ups on Wednesday, and 64 sit-ups on Thursday. If this pattern continues, how many sit-ups will Carmen do on Friday?
Solution: 128 (sit-ups)
Steps: 4, 8, 16, 32, 64, 128",3.OA.D.9,20
188,"Question: Randy has 78 blocks. He uses 19 blocks to build a tower. How many blocks are left?
Solution: 59 (blocks)
Steps: 78-19=59",2.OA.A.1,9
2047,"Question: Destiny just received two separate gifts from her great-great-grandmother. The first gift is a box of 18 chocolate candy bars, and the second gift is a pack of 12 cookies. Destiny wants to use all of the chocolate candy bars and cookies to make identical snack bags for her cousins. What is the greatest number of snack bags that Destiny can make?
Solution: 6 (snack bags)
Steps: GCD(18,12)=6",6.NS.B.4,38
1144,"Question: Out of the 26 students in the gym, 4 are sitting on the bleachers and the rest are sitting on the floor. What is the ratio of the number of students sitting on the floor to the total number of students?
Solution: 11:13:00
Steps: 26-4=22; 22:26=11:13",2.OA.A.1,9
1144,"Question: Out of the 26 students in the gym, 4 are sitting on the bleachers and the rest are sitting on the floor. What is the ratio of the number of students sitting on the floor to the total number of students?
Solution: 11:13:00
Steps: 26-4=22; 22:26=11:13",6.RP.A.1,39
110,"Question: Alex had some candles for his Jack O'Lanterns. He used 32 of them. Now he has 12 left. How many candles did Alex have to start with?
Solution: 44 (candles)
Steps: 32+12=44",2.OA.A.1,9
1424,"Question: The sum of the digits of a two number is 15. The number is decreased by 27 the digits are reversed. Find the number.
Solution: 96
Steps: x:The number of the tens digital; y:The number of the unit digital; x+y=15; 10x+y=10y+x+27",8.EE.C.8,47
1358,"Question: Bob and his four friends decided to divide the pizza bill evenly. If each person paid $8, then what was the total price for the pizza?
Solution: 40 (dollars)
Steps: 8*(1+4)=40",3.OA.D.8,19
302,"Question: Feeling sad about their loss on their first game, Chuck and his teammates were determined to win on their next match against the Yellow Team. They scored 72 points and the Yellow Team scored 55, how large was their lead?
Solution: 17 (points)
Steps: 72-55=17",2.OA.A.1,9
1056,"Question: Last year, Jefferson County's event hall was used for 18 wedding receptions and 12 anniversary parties. This year it was used for 17 wedding receptions and 14 anniversary parties. During which year was the event hall used for a lower ratio of wedding receptions to anniversary parties?
Solution: This year
Steps: 18/12(Last year) > 17/14(This year)",6.RP.A.3,40
838,"Question: The weight of 4 cakes is 800 g. The total weight of 3 cakes and 5 pieces of bread is 1 kg 100 g. How much heavier is a cake than a piece of bread?
Solution: 100 (g)
Steps: (800/4)-((1100-(800/4)*3)/5)=100",4.MD.A.2,21
1847,"Question: At the fair Megan had $17 to spend. She spent $6 on rides. How much money does she have left?
Solution: 11 (dollars)
Steps: 17-6=11",1.OA.A.1,1
1667,"Question: A buffet offers ranch or caesar dressing. The ratio of ranch dressing used to caesar dressing used is 7:1. If the buffet uses 28 cases of ranch dressing, how many cases of caesar do they use?
Solution: 4 (cases of caesar)
Steps: 7:1=28:4",6.RP.A.3,40
1135,"Question: Aarav cleans 6 apartments in 2.5 hours. If Aarav cleans 30 apartments at this same rate, how long will it take him?
Solution: 12.5 (hours)
Steps: 2.5:6=12.5:30",6.RP.A.3,40
1065,"Question: Austin is putting stickers in a sticker book. He put 8 stickers on the first page, 16 stickers on the second page, 24 stickers on the third page, and 32 stickers on the fourth page. If this pattern continues, how many stickers will Austin put on the fifth page?
Solution: 40 (stickers)
Steps: 8, 16, 24, 32, 40",3.OA.D.9,20
1877,"Question: For a party Cody bought eleven cupcakes. After the party he had two left. How many were eaten at the party?
Solution: 9 (cupcakes)
Steps: 11-2=9",1.OA.A.1,1
1972,"Question: A gas station sold 2 boxes of chocolate candy, 5 boxes of sugar candy and 2 boxes of gum. What is the total number of boxes they sold?
Solution: 9 (boxes)
Steps: 2+5+2=9",K.OA.A.2,49
189,"Question: Hailey's bus is third in line. Danny's bus is 3 buses behind hers. What place in line is Danny's bus?
Solution: 6th
Steps: 3+1=4 (th); 3+2=5 (th); 3+3=6 (th)",K.OA.A.2,49
761,"Question: Jane can arrange 16 vases of flowers in a day. If there are 248 vases of flowers to be arranged, how many vases of flowers will she arrange on the last day?
Solution: 8 (vases of flowers)
Steps: 248/16=15 r8",5.NBT.B.6,33
1393,"Question: There are 650 students in a school. If the number of girls is 106 more than the boys, how many boys are there in the school?
Solution: 272 (boys)
Steps: x:The number of boys; y:The number of girls; x+y=650; y-x=106",8.EE.C.8,47
88,"Question: Mrs. Heine is buying Valentine's Day treats for her 2 dogs. If she wants to buy them 3 heart biscuits each, how many biscuits does she need to buy?
Solution: 6 (biscuits)
Steps: 3+3=6",K.OA.A.2,49
1006,"Question: There are 42 boys in the computer club. There are 9 fewer girls than boys in the club. How many children are in the computer club altogether?
Solution: 75 (children)
Steps: 42+(42-9)=75",2.OA.A.1,9
208,"Question: Annie's mother has also been asked to be a part of the surprise. She was tasked to be in charge of drinks. She made 25 glasses of orange juice, 15 glasses of grape juice and 5 glasses of apple juice. How many glasses of juice would there be?
Solution: 45 (glasses)
Steps: 25+15+5=45",2.OA.A.1,9
1121,"Question: The ratio of Kate's stickers to Jenna's stickers is 7:4. Kate has 21 stickers. How many stickers does Jenna have?
Solution: 12 (stickers)
Steps: 7:4=21:12",6.RP.A.3,40
2131,"Question: On Facebook Debby had sixty-three photos of her friends and twenty-three photos of her family. How many photos did she have total?
Solution: 86 (photos)
Steps: 63+23=86",2.OA.A.1,9
546,"Question: Sarah picked 45 apples. Her brother picked 9 apples. How many times as many apples did Sarah pick?
Solution: 5 (times)
Steps: 45/9=5",3.OA.A.3,18
191,"Question: Gino has 15 brown bears, 24 white bears, and 27 black bears. How many bears does Gino have?
Solution: 66 (bears)
Steps: 15+24+27=66",2.OA.A.1,9
1536,"Question: A box can hold seven brownies. If a baker made three hundred forty-nine brownies, how many full boxes of brownies did he make?
Solution: 49 (full boxes of brownies)
Steps: 349/7=49 r6",4.NBT.B.6,26
1292,"Question: At a bus stop five people got off the bus. Now there were ninety people on the bus. What's the difference between the number of people getting off the bus and still on the bus?
Solution: 85 (people)
Steps: 90-5=85",2.OA.A.1,9
1780,"Question: Kale was drawing on scrap paper. He could fit 5 drawings on each page. If he has 6 pages, how many drawings can he make?
Solution: 30 (drawings)
Steps: 5*6=30",3.OA.A.3,18
1410,"Question: Two years ago, a father was five times as old as his son. Two years later, his age will be 8 more than the age of the son. Find the present ages of father and son.
Solution: 12 (years old); 4 (years old)
Steps: x:The age of the father; y:The age of the father's son; x-2=5(y-2); x+2=y+2+8",8.EE.C.8,47
1254,"Question: There are 6 birds and 3 nests. What's the difference of the number of birds and nests over there?
Solution: 3
Steps: 6-3=3",K.OA.A.2,49
143,"Question: Brad has 17 balloons. 8 balloons are red and the rest are green. How many green balloons does Brad have?
Solution: 9 (balloons)
Steps: 17-8=9",1.OA.A.1,1
1026,"Question: Erin and Dana finished a two day bike-a-thon. They rode 37 miles the first day The rode 55 miles the second day. How many miles did they ride altogether?
Solution: 92 (miles)
Steps: 37+55=92",2.OA.A.1,9
2028,"Question: The radio station gave away a $100 bill for every 100th caller. Every 30th caller received free concert tickets. How many callers must get through before one of them receives both a coupon and a concert ticket?
Solution: 300 (callers)
Steps: LCM[100,30]=300",6.NS.B.4,38
778,"Question: 86 students are going hiking. Each school- bus can take 9 students. How many school-buses are needed?
Solution: 9 (school-buses)
Steps: 86/9=9 r5",4.NBT.B.6,26
340,"Question: If he spent a total of $700.00 and all the gifts cost a total of $561.00, how much money did he spend on giftwrapping and other expenses?
Solution: 139 (dollars)
Steps: 700-561=139",2.NBT.B.7,8
1302,"Question: The sum of present age of Abe and the age before 7 years is 31. Find the present age of Abe.
Solution: 19 (years old)
Steps: x:Abe's present age; x+(x-7)=31",6.EE.B.6,35
1329,"Question: The difference of two numbers is 70. If the larger number is 6 times the smaller number, find the numbers.
Solution: 84; 14
Steps: x:The larger number; y:The smaller number; x-y=70; x=6y",8.EE.C.8,47
1204,"Question: Kiera is making trail mix out of 16 bags of nuts and 6 bags of dried fruit. She wants each new portion of trail mix to be identical, containing the same combination of bags of nuts and bags of dried fruit, with no bags left over. What is the greatest number of portions of trail mix Kiera can make?
Solution: 2 (portions of trail mix)
Steps: GCD(16,6)=2",6.NS.B.4,38
